frame,time
1,0.027
2,0.059
3,0.124
4,0.156
5,0.188
6,0.220
7,0.285
8,0.317
9,0.349
10,0.382
11,0.446
12,0.479
13,0.511
14,0.543
15,0.608
16,0.640
17,0.672
18,0.704
19,0.769
20,0.801
21,0.833
22,0.866
23,0.930
24,0.962
25,0.995
26,1.027
27,1.059
28,1.124
29,1.156
30,1.188
31,1.220
32,1.285
33,1.317
34,1.350
35,1.382
36,1.446
37,1.479
38,1.511
39,1.543
40,1.608
41,1.640
42,1.672
43,1.704
44,1.769
45,1.801
46,1.833
47,1.866
48,1.930
49,1.962
50,1.995
51,2.027
52,2.091
53,2.124
54,2.156
55,2.188
56,2.253
57,2.285
58,2.317
59,2.350
60,2.414
61,2.446
62,2.479
63,2.543
64,2.575
65,2.608
66,2.640
67,2.672
68,2.737
69,2.769
70,2.801
71,2.833
72,2.898
73,2.930
74,2.962
75,2.995
76,3.059
77,3.091
78,3.124
79,3.156
80,3.221
81,3.253
82,3.285
83,3.317
84,3.382
85,3.414
86,3.446
87,3.479
88,3.543
89,3.575
90,3.640
91,3.672
92,3.737
93,3.769
94,3.833
95,3.866
96,3.930
97,3.995
98,4.027
99,4.091
100,4.124
101,4.188
102,4.221
103,4.285
104,4.317
105,4.350
106,4.382
107,4.446
108,4.479
109,4.511
110,4.543
111,4.608
112,4.640
113,4.672
114,4.704
115,4.769
116,4.801
117,4.833
118,4.866
119,4.930
120,4.962
121,4.995
122,5.027
123,5.092
124,5.124
125,5.156
126,5.188
127,5.253
128,5.285
129,5.317
130,5.350
131,5.414
132,5.446
133,5.479
134,5.511
135,5.575
136,5.608
137,5.640
138,5.672
139,5.737
140,5.769
141,5.801
142,5.833
143,5.898
144,5.930
145,5.962
146,5.995
147,6.027
148,6.092
149,6.124
150,6.156
151,6.188
152,6.253
153,6.285
154,6.317
155,6.350
156,6.414
157,6.446
158,6.479
159,6.511
160,6.575
161,6.608
162,6.640
163,6.672
164,6.737
165,6.769
166,6.801
167,6.833
168,6.898
169,6.930
170,6.962
171,6.995
172,7.059
173,7.092
174,7.124
175,7.156
176,7.221
177,7.253
178,7.285
179,7.317
180,7.382
181,7.414
182,7.446
183,7.479
184,7.543
185,7.575
186,7.608
187,7.640
188,7.704
189,7.737
190,7.769
191,7.801
192,7.866
193,7.898
194,7.930
195,7.963
196,8.027
197,8.059
198,8.092
199,8.124
200,8.188
201,8.221
202,8.253
203,8.285
204,8.350
205,8.382
206,8.414
207,8.446
208,8.511
209,8.543
210,8.575
211,8.608
212,8.672
213,8.704
214,8.737
215,8.769
216,8.833
217,8.866
218,8.898
219,8.930
220,8.995
221,9.027
222,9.059
223,9.092
224,9.124
225,9.188
226,9.221
227,9.253
228,9.285
229,9.350
230,9.382
231,9.414
232,9.446
233,9.511
234,9.543
235,9.575
236,9.640
237,9.672
238,9.704
239,9.737
240,9.769
241,9.834
242,9.866
243,9.898
244,9.930
245,9.995
246,10.027
247,10.059
248,10.092
249,10.156
250,10.188
251,10.221
252,10.253
253,10.317
254,10.350
255,10.382
256,10.414
257,10.479
258,10.511
259,10.543
260,10.575
261,10.640
262,10.672
263,10.704
264,10.769
265,10.834
266,10.866
267,10.930
268,10.963
269,11.027
270,11.059
271,11.124
272,11.156
273,11.221
274,11.285
275,11.317
276,11.382
277,11.414
278,11.479
279,11.511
280,11.575
281,11.608
282,11.672
283,11.705
284,11.769
285,11.834
286,11.866
287,11.930
288,11.963
289,12.027
290,12.059
291,12.092
292,12.124
293,12.188
294,12.221
295,12.253
296,12.285
297,12.350
298,12.382
299,12.414
300,12.446
301,12.479
302,12.543
303,12.575
304,12.608
305,12.640
306,12.705
307,12.737
308,12.769
309,12.834
310,12.866
311,12.898
312,12.930
313,12.963
314,13.027
315,13.059
316,13.092
317,13.124
318,13.188
319,13.221
320,13.253
321,13.317
322,13.350
323,13.382
324,13.414
325,13.446
326,13.511
327,13.543
328,13.575
329,13.608
330,13.672
331,13.705
332,13.737
333,13.769
334,13.834
335,13.866
336,13.898
337,13.930
338,13.995
339,14.027
340,14.059
341,14.092
342,14.156
343,14.188
344,14.221
345,14.253
346,14.317
347,14.350
348,14.382
349,14.414
350,14.479
351,14.511
352,14.543
353,14.576
354,14.640
355,14.672
356,14.705
357,14.737
358,14.801
359,14.834
360,14.866
361,14.898
362,14.963
363,14.995
364,15.027
365,15.059
366,15.124
367,15.188
368,15.221
369,15.253
370,15.285
371,15.317
372,15.350
373,15.382
374,15.446
375,15.479
376,15.511
377,15.543
378,15.608
379,15.640
380,15.672
381,15.705
382,15.769
383,15.801
384,15.834
385,15.866
386,15.930
387,15.963
388,16.027
389,16.059
390,16.092
391,16.124
392,16.156
393,16.188
394,16.253
395,16.285
396,16.317
397,16.350
398,16.382
399,16.447
400,16.479
401,16.543
402,16.576
403,16.608
404,16.640
405,16.672
406,16.737
407,16.769
408,16.801
409,16.834
410,16.866
411,16.930
412,16.963
413,16.995
414,17.027
415,17.092
416,17.124
417,17.156
418,17.221
419,17.285
420,17.317
421,17.382
422,17.414
423,17.479
424,17.511
425,17.576
426,17.608
427,17.672
428,17.737
429,17.769
430,17.834
431,17.866
432,17.930
433,17.963
434,18.027
435,18.059
436,18.124
437,18.188
438,18.221
439,18.285
440,18.318
441,18.382
442,18.414
443,18.479
444,18.511
445,18.576
446,18.640
447,18.672
448,18.737
449,18.769
450,18.801
451,18.834
452,18.898
453,18.930
454,18.963
455,18.995
456,19.059
457,19.092
458,19.124
459,19.156
460,19.221
461,19.253
462,19.285
463,19.350
464,19.382
465,19.414
466,19.447
467,19.479
468,19.543
