name,time
ball,00:00:02.0
ball,00:01:26.9
ball,00:02:09.3
gimo,00:03:09.8
cat,00:03:10.9
gimo,00:03:30.5
cat,00:03:31.1
gimo,00:03:33.3
gimo,00:03:35.5
gimo,00:03:37.2
cat,00:03:52.4
kittycat,00:03:54.6
cat,00:04:28.8
tima,00:05:02.1
brush,00:05:07.3
brush,00:05:08.5
brush,00:05:10.4
brush,00:05:17.6
brush,00:05:28.2
tima,00:05:30.0
tima,00:07:35.8
tima,00:07:36.9
kittycat,00:10:44.1
gimo,00:10:49.5
kittycat,00:11:46.4
kittycat,00:12:48.1
kittycat,00:13:05.4
kittycat,00:13:11.3
