name,time
ball,00:00:05.2
ball,00:00:12.4
zem,00:00:12.8
ball,00:00:38.9
zem,00:00:41.5
zem,00:00:46.7
zem,00:00:53.2
zem,00:00:58.9
ball,00:01:28.5
zem,00:01:30.0
ball,00:01:56.5
ball,00:01:58.1
cat,00:02:28.0
gimo,00:02:28.6
cat,00:02:35.7
gimo,00:02:39.0
gimo,00:02:45.2
kitty,00:02:52.2
kitty,00:02:52.9
gimo,00:02:57.7
gimo,00:02:59.1
gimo,00:03:20.1
gimo,00:03:33.2
kitty,00:03:36.5
kitty,00:03:46.7
gimo,00:04:08.6
