name,time
ball,00:00:01.4
zem,00:00:04.0
ball,00:00:06.5
ball,00:00:08.4
ball,00:00:10.8
zem,00:00:13.7
ball,00:00:49.8
zem,00:00:57.6
car,00:01:39.2
manu,00:01:42.3
car,00:01:53.3
car,00:02:19.0
car,00:02:20.1
manu,00:02:21.4
car,00:03:35.4
manu,00:03:38.1
car,00:03:52.1
brush,00:03:56.3
brush,00:04:01.8
